DB11362,47,DB01319
DB01233,47,DB00169
DB08822,49,DB08976
DB01041,49,DB00310
DB00921,16,DB00391
DB09286,49,DB00700
DB00831,49,DB00625
DB08897,2,DB00245
DB00350,60,DB04948
DB09117,16,DB00588
DB00231,47,DB01685
DB13231,75,DB09267
DB01268,9,DB01059
DB00546,47,DB00338
DB00636,73,DB08820
DB01007,70,DB00681
DB01253,49,DB00549
DB09123,73,DB08873
DB00308,20,DB00697
DB00898,60,DB04908
DB00564,11,DB06636
DB09281,3,DB08971
DB04861,73,DB00502
DB01592,67,DB00863
DB00252,75,DB11730
DB00238,4,DB05271
DB01410,49,DB00981
DB01395,68,DB00722
DB00813,49,DB00950
DB01157,49,DB09236
DB00006,6,DB00932
DB01209,49,DB01580
DB00694,72,DB00812
DB00612,37,DB00814
DB00607,4,DB07615
DB00334,49,DB01452
DB00567,47,DB00196
DB01068,47,DB01264
DB00653,75,DB00282
DB00184,47,DB06708
DB01220,73,DB00400
DB01295,37,DB00244
DB00934,49,DB08872
DB00852,49,DB01037
DB00241,49,DB01175
DB00608,70,DB00770
DB00391,49,DB01154
DB01183,47,DB00440
DB00904,20,DB00333
DB00870,49,DB06725
DB01220,73,DB01232
DB00531,47,DB01211
DB00599,75,DB00555
DB00182,47,DB00715
DB00715,11,DB00956
DB00332,85,DB00486
DB09104,75,DB00859
DB04871,49,DB01233
DB01232,73,DB00585
DB01247,60,DB09235
DB09288,70,DB00770
DB07615,29,DB00214
DB00892,16,DB00557
DB00324,47,DB01211
DB06697,47,DB00544
DB09204,49,DB00492
DB00238,75,DB09570
DB06791,70,DB04876
DB09080,73,DB00834
DB01466,49,DB06274
DB00499,73,DB09073
DB00622,49,DB01158
DB01045,4,DB01087
DB00897,73,DB09330
DB00870,49,DB00394
DB00126,75,DB01577
DB00589,19,DB01200
DB00571,37,DB00749
DB00688,29,DB00887
DB00629,60,DB01090
DB00972,16,DB08910
DB06770,49,DB00950
DB06737,47,DB00359
DB08912,75,DB01166
DB00199,20,DB05039
DB00758,73,DB06717
DB01115,47,DB01321
DB06282,16,DB00484
DB00652,49,DB00892
DB00999,70,DB00412
DB00694,75,DB08916
DB00738,47,DB04855
DB00344,47,DB00238
DB00346,60,DB01244
DB00946,6,DB01185
DB01243,49,DB09230
DB00359,47,DB00705
DB00564,75,DB09143
DB00420,20,DB00734
DB09068,47,DB01124
DB00188,73,DB01254
DB01255,76,DB06794
DB09214,49,DB07615
DB00325,60,DB00797
DB00549,47,DB08816
DB00675,47,DB00549
DB06201,49,DB01198
DB00238,4,DB00278
DB01601,4,DB00665
DB00907,47,DB06636
DB06730,70,DB06154
DB00927,75,DB06616
DB00692,49,DB08907
DB00682,73,DB00582
DB01551,73,DB09330
DB09280,75,DB11614
DB00420,47,DB00201
DB00864,47,DB01127
DB13874,47,DB09054
DB09049,73,DB00518
DB00686,6,DB09543
DB00898,16,DB00726
DB00608,20,DB00862
DB00500,70,DB00232
DB00363,49,DB01353
DB00976,20,DB00608
DB01088,60,DB00571
DB06616,58,DB01396
DB00899,49,DB00980
DB01590,73,DB01136
DB01001,71,DB00696
DB00475,49,DB01080
DB00549,49,DB01076
DB13874,47,DB00736
DB00798,57,DB00681
DB06736,49,DB00282
DB00708,49,DB01618
DB01241,47,DB08873
DB00212,60,DB00287
DB01200,73,DB09118
DB00549,47,DB00322
DB04898,47,DB01101
DB00947,73,DB09073
DB00390,73,DB01118
DB11596,70,DB00293
DB01435,49,DB07615
DB01037,47,DB00227
DB06738,47,DB01211
DB00458,49,DB01115
DB00818,49,DB00325
DB06152,71,DB00696
DB06216,20,DB01001
DB02638,60,DB11362
DB01608,67,DB06724
DB01656,34,DB01041
DB00334,49,DB00950
DB01390,75,DB00530
DB00559,60,DB00796
DB08798,47,DB09198
DB01424,47,DB00270
DB00238,4,DB06144
DB00420,49,DB00647
DB00204,20,DB01325
DB01142,47,DB00857
DB00231,49,DB09068
DB04844,20,DB00938
DB01142,49,DB01408
DB00014,20,DB00220
DB00604,47,DB00482
DB00461,49,DB01384
DB01226,40,DB06263
DB08897,49,DB00899
DB08903,20,DB00334
DB00175,73,DB09048
DB08987,49,DB00726
DB09183,47,DB00254
DB00201,47,DB01211
DB00937,71,DB09244
DB00918,49,DB01267
DB00482,47,DB00705
DB00712,49,DB09215
DB00546,47,DB01171
DB09068,49,DB00273
DB04898,49,DB00454
DB09283,53,DB08887
DB08893,47,DB00195
DB01062,73,DB00582
DB01193,54,DB01092
DB01179,47,DB01171
DB00909,49,DB04953
DB02187,49,DB00817
DB00946,6,DB00963
DB00349,75,DB09389
DB00563,73,DB06737
DB00006,6,DB00500
DB01034,49,DB00661
DB00708,49,DB04842
DB06708,47,DB00208
DB00788,49,DB00884
DB00924,49,DB00996
DB00186,49,DB06594
DB01242,47,DB00343
DB00397,83,DB00695
DB00972,16,DB00850
DB01209,49,DB09166
DB00237,49,DB04953
DB01159,49,DB00405
DB00903,17,DB01245
DB01397,49,DB00959
DB01009,29,DB00695
DB00199,73,DB09330
DB00907,16,DB00653
DB00559,73,DB05812
DB00850,49,DB01567
DB05351,47,DB09119
DB01238,73,DB08893
DB00872,73,DB01241
DB00468,60,DB01193
DB00688,70,DB09211
DB01081,49,DB00035
DB00584,49,DB01018
DB06616,73,DB00898
DB00490,49,DB01114
DB01353,32,DB00268
DB01403,32,DB00765
DB00182,47,DB00907
DB08912,75,DB09053
DB01023,73,DB06717
DB01268,47,DB01188
DB06781,73,DB01211
DB01401,70,DB00774
DB00325,60,DB01021
DB01010,49,DB01019
DB00428,72,DB01009
DB00275,49,DB00678
DB01628,49,DB00035
DB01267,20,DB00697
DB00443,49,DB01199
DB00701,47,DB00283
DB00564,4,DB00749
DB09242,60,DB00528
DB00325,49,DB00880
DB01154,60,DB00178
DB00324,47,DB00254
DB08881,75,DB09102
DB00946,6,DB00814
DB00589,49,DB00334
DB00206,60,DB00692
DB00808,70,DB00912
DB01229,49,DB00853
DB06203,73,DB00834
DB00735,49,DB00555
DB01356,35,DB06288
DB01100,49,DB00747
DB00564,75,DB00273
DB00285,85,DB08941
DB01067,47,DB01029
DB01115,47,DB09054
DB06694,49,DB00227
DB01137,67,DB13231
DB00881,60,DB04948
DB00420,20,DB00014
DB13142,70,DB09227
DB00315,49,DB01238
DB01039,47,DB09074
DB00308,33,DB01267
DB01029,60,DB08932
DB00962,49,DB00754
DB09167,73,DB00790
DB06723,75,DB00451
DB01165,20,DB01075
DB00863,47,DB00257
DB06207,60,DB09235
DB00497,49,DB01238
DB00691,49,DB00821
DB00687,70,DB04876
DB00153,73,DB09048
DB01116,60,DB01180
DB00363,49,DB00178
DB00795,49,DB03585
DB00823,70,DB00419
DB06700,47,DB00289
DB01435,47,DB00283
DB00657,49,DB08931
DB00863,75,DB01026
DB06716,49,DB00543
DB09216,70,DB08964
DB00247,49,DB01085
DB00956,73,DB09065
DB06764,71,DB00614
DB00633,49,DB00794
DB00623,73,DB00358
DB01095,73,DB09330
DB00436,60,DB00765
DB09220,60,DB06268
DB08864,73,DB01380
DB00418,49,DB00652
DB00844,69,DB01576
DB01558,49,DB00313
DB09280,11,DB06636
DB01138,47,DB00313
DB00266,73,DB09256
DB00695,49,DB00964
DB01171,60,DB00521
DB00248,49,DB04842
DB01544,49,DB12532
DB01221,49,DB00543
DB01339,49,DB00327
DB00682,6,DB00461
DB06441,53,DB00374
DB00875,20,DB00938
DB06738,47,DB01601
DB00408,49,DB01161
DB07615,27,DB01155
DB08797,49,DB13167
DB06589,73,DB06636
DB00936,49,DB06196
DB00366,2,DB01367
DB00472,47,DB09054
DB00656,47,DB00227
DB01268,73,DB01254
DB00981,70,DB12278
DB01268,9,DB04876
DB09101,47,DB00246
DB01076,73,DB01072
DB00313,49,DB00967
DB01355,75,DB00651
DB01340,49,DB04861
DB00796,49,DB05676
DB00631,49,DB01203
DB00615,11,DB06697
DB04946,47,DB00300
DB01244,60,DB01089
DB00946,73,DB09063
DB08439,49,DB01133
DB13025,49,DB00726
DB01435,47,DB01167
DB00737,49,DB01175
DB00433,60,DB00521
DB09570,58,DB01396
DB09270,73,DB00503
DB00402,49,DB06282
DB00264,54,DB00708
DB00178,49,DB00960
DB00091,73,DB01136
DB00284,9,DB00780
DB00292,25,DB04846
DB01050,49,DB01234
DB00625,49,DB01018
DB00575,47,DB01026
DB09034,16,DB01080
DB00490,47,DB00283
DB01201,4,DB08907
DB00699,49,DB01001
DB09027,73,DB13879
DB00726,47,DB05521
DB00268,49,DB08907
DB06712,47,DB00976
DB01338,40,DB00798
DB01244,60,DB01359
DB00927,73,DB08933
DB00599,49,DB01239
DB00401,47,DB05521
DB04743,49,DB05676
DB00474,60,DB00384
DB00206,49,DB00844
DB01002,49,DB11304
DB01175,20,DB00529
DB00615,4,DB06144
DB01248,49,DB00104
DB01418,47,DB00745
DB01226,21,DB09216
DB00731,47,DB00263
DB00829,49,DB00892
DB01589,49,DB06288
DB08828,47,DB01167
DB04794,49,DB09090
DB00252,75,DB09061
DB01431,47,DB05521
DB01011,11,DB09274
DB01614,49,DB00540
DB01198,73,DB02703
DB00735,49,DB09288
DB00752,49,DB09082
DB00794,4,DB11613
DB09270,73,DB01241
DB01047,73,DB01232
DB09049,73,DB00283
DB00188,73,DB00220
DB08864,73,DB01435
DB00409,47,DB00752
DB00657,21,DB06696
DB01076,73,DB05521
DB00385,72,DB01401
DB01009,49,DB00588
DB01590,73,DB13874
DB09083,20,DB00261
DB00391,36,DB08815
DB00292,49,DB00599
DB06724,3,DB01130
DB00215,64,DB00844
DB00794,4,DB09289
DB01173,16,DB00683
DB00270,37,DB01392
DB00872,73,DB00898
DB00594,37,DB00749
DB01232,73,DB06717
DB00904,47,DB06414
DB00679,20,DB09078
DB01392,70,DB00897
DB06690,49,DB01353
DB01090,60,DB04846
DB00337,49,DB01168
DB00521,60,DB01580
DB00527,49,DB01069
DB09267,75,DB00618
DB01206,47,DB00333
DB00795,49,DB00884
DB00266,6,DB01289
DB00384,49,DB01113
DB09289,73,DB00584
DB00752,49,DB00737
DB01008,73,DB00196
DB01173,49,DB06700
DB00258,70,DB01023
DB00795,70,DB01021
DB01045,4,DB09078
DB06724,3,DB01410
DB09054,49,DB01076
DB09076,47,DB00257
DB00829,47,DB00300
DB00549,77,DB06702
DB12598,49,DB00838
DB01236,49,DB01227
DB01178,49,DB08987
DB00647,47,DB09054
DB01238,49,DB01227
DB00850,60,DB00571
DB00646,49,DB01054
DB01250,49,DB00630
DB00648,75,DB00925
DB01422,49,DB01244
DB00615,75,DB00255
DB00652,49,DB06690
DB00764,49,DB00805
DB00829,49,DB01623
DB00346,60,DB09070
DB03754,3,DB11921
DB00850,49,DB01466
DB01161,49,DB06594
DB06711,71,DB00248
DB00722,75,DB00495
DB00836,47,DB00224
DB00231,49,DB01081
DB06148,70,DB00849
DB00611,49,DB09017
DB00907,73,DB06290
DB01118,75,DB09027
DB01224,49,DB01437
DB01377,75,DB01026
DB00201,47,DB01259
DB00726,73,DB00212
DB00502,47,DB00745
DB00653,75,DB00487
DB08907,49,DB08941
DB11636,70,DB06154
DB01359,49,DB00185
DB00645,49,DB00405
DB00234,47,DB01601
DB00636,47,DB00661
DB09280,75,DB09143
DB01033,63,DB01015
DB13025,49,DB00625
DB00424,49,DB01081
DB00635,74,DB06710
DB00248,49,DB01463
DB00232,49,DB00657
DB00998,49,DB01171
DB01198,73,DB01072
DB00182,60,DB00287
DB00514,49,DB00875
DB01154,49,DB13323
DB00712,47,DB00176
DB00540,47,DB00243
DB06292,73,DB06290
DB00475,49,DB01466
DB08864,73,DB00701
DB00390,73,DB00972
DB00755,47,DB00188
DB00204,73,DB09118
DB00567,47,DB06697
DB06702,49,DB01081
DB00492,49,DB06739
DB01138,47,DB01029
DB00185,73,DB05812
DB00991,49,DB01077
DB00796,49,DB00573
DB00613,47,DB08880
DB08916,73,DB00586
DB00396,70,DB06203
DB00261,20,DB00949
DB00353,49,DB01254
DB00872,49,DB01088
DB04841,47,DB01321
DB00297,73,DB06717
DB00321,73,DB04876
DB00312,47,DB00176
DB01236,49,DB01018
DB01069,49,DB05246
DB00875,49,DB04842
DB00921,47,DB00619
DB00248,49,DB01110
DB04948,60,DB08931
DB11268,12,DB00255
DB00818,47,DB00320
DB00972,49,DB00945
DB08970,49,DB00677
DB00202,21,DB00512
DB00334,49,DB09286
DB09034,16,DB00599
DB00721,49,DB09286
DB01168,49,DB01614
DB04552,49,DB08970
DB00780,60,DB00287
DB01224,47,DB00263
DB00318,16,DB00366
DB00694,73,DB08820
DB00193,49,DB01239
DB09286,49,DB00999
DB01071,47,DB00243
DB00498,6,DB00624
DB00641,73,DB06412
DB01102,83,DB00774
DB00977,47,DB01072
DB06700,47,DB00343
DB00238,4,DB00808
DB04794,67,DB00900
DB09270,73,DB00877
DB00988,47,DB00313
DB00846,73,DB01211
DB00862,73,DB08933
DB09071,16,DB00557
DB00433,49,DB06216
DB01192,49,DB01068
DB00344,49,DB09128
DB00643,47,DB06636
DB01200,49,DB01129
DB05351,75,DB00705
DB06196,49,DB00035
DB01384,47,DB00199
DB00949,47,DB00283
DB08922,49,DB01219
DB01551,47,DB01072
DB00370,84,DB00610
DB00571,47,DB00333
DB00498,12,DB00255
DB01275,37,DB00244
DB00983,47,DB00227
DB00258,72,DB00524
DB00404,49,DB09225
DB01248,34,DB08895
DB00818,47,DB00496
DB01567,49,DB01142
DB00963,49,DB04574
DB00852,47,DB00468
DB00633,49,DB06153
DB06154,6,DB09288
DB00946,73,DB09118
DB00559,75,DB00240
DB08881,75,DB00475
DB00688,47,DB00289
DB00091,75,DB08916
DB01081,49,DB01242
DB01118,49,DB09236
DB00972,16,DB00708
DB01136,54,DB00211
DB06698,73,DB01171
DB00673,4,DB00672
DB00814,49,DB09084
DB00312,75,DB00959
DB06739,47,DB00678
DB00296,73,DB00673
DB06725,49,DB11921
DB08880,75,DB01151
DB06708,20,DB00243
DB01151,47,DB00446
DB01197,30,DB00476
DB01267,37,DB01142
DB09289,73,DB01340
DB01628,47,DB09238
DB06684,49,DB00752
DB08912,75,DB04898
DB01236,49,DB00876
DB01656,34,DB06603
DB00966,49,DB08931
DB00726,47,DB00705
DB00678,47,DB01149
DB04948,60,DB00734
DB00435,49,DB00281
DB01151,73,DB05812
DB00435,49,DB00968
DB01587,47,DB00203
DB00177,49,DB04552
DB08899,75,DB00845
DB01023,47,DB00976
DB00545,70,DB00908
DB01209,49,DB00835
DB11135,75,DB08930
DB08899,75,DB00496
DB01233,47,DB00224
DB00285,85,DB01064
DB00944,49,DB01085
DB00468,60,DB01021
DB00461,49,DB04865
DB01178,49,DB00241
DB00374,60,DB00521
DB00813,49,DB00189
DB01216,47,DB00582
DB01209,49,DB00880
DB00556,20,DB01189
DB00266,6,DB00543
DB00176,49,DB00323
DB00398,75,DB00851
DB01202,16,DB00484
DB09244,60,DB00226
DB00656,49,DB00909
DB00831,73,DB00205
DB01567,49,DB00726
DB01656,34,DB01380
DB09352,76,DB08801
DB13025,16,DB00470
DB00713,75,DB00452
DB01384,83,DB00999
DB06770,16,DB08883
DB00413,49,DB00975
DB01065,49,DB00321
DB06207,73,DB00213
DB00648,75,DB01196
DB00764,49,DB04576
DB01169,49,DB00966
DB01200,49,DB00845
DB08976,49,DB00179
DB00633,49,DB04920
DB01043,54,DB01359
DB00571,49,DB00903
DB06201,49,DB00652
DB00691,49,DB00328
DB00556,20,DB08871
DB01037,60,DB01214
DB01198,73,DB00091
DB01261,47,DB09054
DB00980,47,DB04855
DB00474,49,DB01267
DB01421,72,DB08981
DB00418,4,DB01142
DB08868,47,DB00857
DB01355,49,DB00748
DB01600,49,DB01013
DB01248,49,DB06176
DB00333,49,DB04871
DB01196,73,DB09048
DB09063,20,DB00537
DB00338,47,DB00300
DB00248,49,DB01011
DB09342,49,DB00476
DB01118,54,DB00521
DB00683,49,DB01075
DB00924,49,DB01171
DB09236,49,DB00964
DB00281,16,DB00450
DB00862,10,DB00790
DB00877,34,DB08868
DB00276,47,DB09039
DB00268,37,DB04896
DB00499,49,DB00750
DB01229,49,DB06771
DB01080,49,DB01149
DB01324,49,DB00564
DB01050,49,DB00443
DB00955,72,DB01014
DB09561,67,DB00258
DB00458,47,DB00496
DB00843,47,DB00482
DB09477,49,DB09112
DB06216,20,DB05039
DB00870,49,DB00764
DB01339,49,DB00854
DB03128,47,DB06697
DB00349,49,DB00771
DB00641,47,DB00472
DB00690,73,DB08820
DB00204,73,DB01211
DB00989,70,DB00387
DB00455,47,DB08816
DB00875,33,DB06708
DB06290,75,DB00255
DB00750,49,DB00933
DB00252,4,DB00757
DB01394,73,DB00345
DB06777,73,DB01254
DB01219,47,DB00091
DB00623,47,DB00908
DB00182,60,DB01054
DB01098,73,DB01369
DB08815,73,DB09065
DB00564,75,DB01268
DB01238,70,DB00839
DB04920,47,DB00705
DB00312,4,DB00717
DB06144,49,DB00980
DB01184,20,DB01182
DB00841,71,DB00601
DB01076,75,DB06792
DB00233,49,DB00873
DB00694,73,DB01156
DB00193,49,DB09000
DB01452,49,DB11148
DB00433,49,DB01002
DB01201,4,DB00788
DB00849,49,DB00241
DB00238,4,DB06287
DB00927,47,DB12332
DB01624,49,DB00909
DB00238,75,DB09101
DB00454,65,DB06767
DB00178,49,DB08880
DB00344,73,DB01340
DB00974,6,DB00266
DB00362,49,DB04841
DB00356,47,DB00379
DB00933,47,DB00477
DB00384,47,DB00379
DB00933,49,DB00599
DB00933,49,DB01161
DB00683,49,DB00297
DB00358,70,DB08954
DB08903,73,DB01149
DB01078,82,DB01338
DB00668,25,DB01193
DB01174,75,DB06603
DB09095,49,DB00989
DB01577,37,DB00543
DB01155,20,DB00871
DB00187,37,DB12598
DB00371,49,DB00228
DB00474,49,DB00494
DB00881,49,DB00975
DB01200,9,DB00936
DB09070,58,DB00390
DB00946,6,DB00751
DB01200,49,DB01076
DB01618,49,DB01068
DB08943,49,DB01023
DB09244,60,DB01116
DB00726,64,DB00150
DB04845,47,DB00091
DB04840,60,DB00774
DB00285,49,DB00934
DB02709,49,DB07615
DB01392,73,DB06603
DB00337,49,DB00605
DB00188,49,DB09286
DB01200,49,DB00396
DB01243,49,DB09236
DB00457,60,DB06826
DB00991,49,DB04743
DB00216,47,DB00582
DB08808,60,DB09026
DB00402,47,DB08816
DB01395,68,DB08976
DB01234,75,DB00091
DB01435,47,DB01015
DB09068,49,DB04953
DB01023,73,DB00196
DB01261,73,DB06290
DB01384,47,DB00582
DB00945,70,DB00310
DB00477,49,DB00489
DB00569,6,DB00374
DB00795,49,DB00939
DB01174,49,DB04842
DB00241,49,DB09071
DB01351,60,DB01247
DB01087,47,DB00091
DB00959,47,DB00176
DB00749,47,DB01124
DB00482,49,DB00812
DB08797,27,DB01059
DB00575,60,DB00374
DB01559,47,DB00213
DB00341,49,DB00543
DB00673,4,DB01171
DB00946,73,DB01101
DB00924,49,DB11609
DB06144,47,DB00215
DB00672,47,DB06595
DB00540,47,DB09119
DB01100,49,DB00909
DB09079,73,DB00320
DB06697,49,DB00555
DB00188,49,DB00631
DB00586,47,DB01149
DB00690,47,DB01167
DB01017,67,DB01370
DB01234,83,DB00310
DB00477,16,DB00366
DB06684,73,DB04868
DB00327,49,DB01433
DB01221,47,DB00283
DB06204,47,DB00188
DB06237,73,DB12332
DB08880,75,DB01191
DB06480,73,DB00176
DB00922,49,DB00790
DB00199,20,DB00834
DB01418,6,DB00945
DB00468,60,DB00966
DB00921,47,DB04868
DB00497,73,DB06603
DB00615,4,DB01016
DB00617,47,DB01129
DB01158,54,DB08865
DB00333,49,DB01501
DB08931,73,DB06605
DB00679,60,DB09204
DB00381,47,DB09074
DB00468,20,DB00543
DB08903,20,DB01623
DB00679,73,DB08893
DB01209,49,DB11148
DB05294,58,DB01092
DB01164,70,DB00401
DB00753,16,DB08883
DB11921,70,DB09067
DB00222,9,DB04878
DB00312,49,DB00807
DB00202,21,DB00618
DB00809,59,DB00761
DB00203,73,DB00582
DB00433,49,DB00726
DB00873,73,DB01118
DB00409,49,DB00427
DB00823,70,DB01124
DB00956,16,DB00475
DB05294,47,DB00976
DB00757,47,DB00359
DB08873,73,DB08933
DB00316,47,DB00622
DB01068,47,DB01149
DB09555,47,DB00320
DB00939,67,DB00375
DB01209,49,DB01176
DB06603,20,DB00710
DB01069,73,DB00205
DB09245,49,DB00841
DB09053,49,DB01088
DB01395,70,DB00222
DB09224,49,DB01501
DB09117,16,DB01142
DB06789,70,DB01261
DB00559,75,DB09262
DB00268,47,DB09065
DB01024,49,DB00655
DB01168,60,DB09236
DB08864,73,DB00396
DB00594,37,DB04552
DB08916,73,DB00264
DB00169,73,DB00834
DB00663,83,DB00887
DB00706,47,DB09039
DB00653,75,DB00884
DB01339,21,DB01627
DB01433,49,DB01621
DB00292,25,DB00598
DB00241,49,DB04896
DB00744,47,DB01241
DB02659,72,DB00559
DB01030,73,DB08820
DB00588,47,DB00285
DB01159,49,DB08931
DB02709,49,DB01047
DB00573,49,DB00288
DB00780,60,DB09070
DB09245,60,DB01324
DB12483,47,DB00320
DB00238,4,DB00568
DB00679,49,DB00794
DB09241,60,DB00542
DB09281,3,DB01708
DB01320,75,DB00443
DB01250,70,DB01160
DB00120,34,DB08895
DB00854,49,DB00695
DB01338,49,DB00340
DB08815,49,DB00645
DB01590,73,DB01151
DB00177,49,DB00381
DB00244,57,DB08991
DB01087,20,DB01104
DB01024,70,DB00808
DB01238,60,DB01159
DB00543,73,DB06290
DB06287,58,DB00511
DB00297,49,DB00750
DB00647,47,DB01072
DB01184,20,DB00697
DB00280,54,DB00373
DB00188,49,DB00999
DB09218,49,DB04574
DB01240,53,DB00932
DB00845,47,DB09054
DB04835,47,DB00289
DB08922,73,DB09330
DB08893,47,DB06636
DB00933,73,DB06708
DB00343,47,DB00907
DB09215,49,DB00741
DB01081,49,DB08910
DB01182,20,DB00440
DB01168,49,DB09128
DB00296,47,DB06595
DB01104,49,DB09000
DB00683,49,DB08987
DB11921,73,DB09073
DB00779,67,DB01370
DB01189,49,DB01621
DB01171,73,DB06603
DB01177,73,DB00834
DB00762,73,DB09330
DB00933,73,DB05812
DB01193,37,DB00573
DB01169,20,DB00270
DB00688,49,DB00735
DB00758,6,DB08954
DB01320,73,DB01244
DB00908,49,DB00358
DB01175,47,DB00227
DB00800,60,DB01180
DB00527,49,DB00807
DB00829,49,DB04908
DB00333,49,DB00953
DB00780,49,DB00816
DB00295,49,DB00494
DB01545,49,DB00754
DB00178,49,DB00393
DB01576,47,DB00420
DB09079,73,DB00472
DB06616,73,DB00208
DB00195,49,DB00742
DB00656,49,DB01171
DB01624,20,DB00916
DB00420,47,DB00091
DB00998,49,DB00679
DB00215,73,DB09119
DB08976,49,DB00502
DB05676,47,DB01263
DB01251,9,DB01297
DB00091,47,DB00343
DB00433,49,DB00962
DB00193,49,DB05246
DB00988,47,DB01124
DB00691,60,DB00800
DB11596,49,DB00544
DB09288,49,DB11921
DB00696,49,DB00831
DB00511,82,DB01336
DB01116,49,DB00340
DB00340,49,DB08893
DB00615,49,DB00758
DB00215,47,DB00203
DB06589,73,DB01149
DB00564,49,DB01080
DB00849,49,DB01065
DB00153,73,DB02703
DB00402,49,DB00899
DB06403,47,DB00736
DB05521,49,DB00454
DB01201,75,DB08932
DB00850,49,DB01176
DB09342,49,DB04896
DB08895,47,DB00951
DB01409,47,DB00477
DB00648,75,DB00433
DB01435,70,DB00905
DB00747,49,DB01202
DB01283,49,DB01401
DB06212,73,DB08815
DB00328,49,DB04552
DB00860,83,DB00436
DB01340,77,DB06695
DB00679,49,DB01588
DB08795,75,DB01177
DB01367,49,DB01115
DB00210,70,DB06730
DB00247,49,DB06742
DB00216,49,DB06016
DB00661,49,DB00703
DB00193,49,DB01209
DB00553,47,DB09074
DB09280,75,DB08820
DB00598,37,DB01397
DB01174,49,DB00405
DB01013,83,DB00681
DB11581,47,DB00619
DB00637,47,DB00199
DB00961,49,DB00356
DB09281,3,DB08905
DB01186,47,DB09074
DB01164,70,DB00528
DB01086,49,DB13323
DB01036,47,DB00264
DB01098,47,DB01029
DB09128,73,DB00622
DB00206,60,DB01240
DB08808,37,DB06802
DB01609,75,DB06282
DB00956,16,DB00433
DB01501,16,DB00484
DB00831,16,DB06204
DB04574,74,DB00621
DB00482,53,DB08918
DB01353,16,DB00470
DB00531,47,DB00622
DB01232,73,DB00751
DB00470,73,DB09238
DB00418,49,DB00633
DB01020,49,DB01340
DB06268,47,DB00263
DB09065,49,DB12001
DB01143,49,DB09112
DB00284,9,DB00233
DB00477,47,DB00472
DB00892,49,DB01463
DB01199,54,DB00571
DB00864,47,DB00661
DB00381,60,DB06403
DB00937,61,DB00206
DB00684,70,DB09268
DB09561,67,DB01592
DB00899,69,DB00182
DB04552,49,DB00655
DB00663,49,DB00487
DB00633,49,DB01065
DB00454,49,DB00924
DB00216,49,DB00831
DB08907,47,DB00263
DB00371,49,DB00708
DB01088,60,DB00264
DB01250,27,DB00827
DB00795,49,DB00814
DB00433,16,DB06204
DB00956,16,DB00370
DB03585,49,DB05676
DB00295,49,DB09009
DB01024,70,DB00905
DB00694,72,DB04743
DB00206,16,DB06204
DB01245,70,DB00657
DB01064,49,DB06764
DB06154,6,DB00744
